ID,Name,JoinDate,Score,Balance,Active,Dept,Rating,Dependents,Salary,Bonus,Contract
27,Name_27,2020-09-09,442.0,31087.52872398388,True,Sales,2.49915576268166,4,95874,8976.0337244666,Contract
28,Name_28,2020-08-23,839.0,43181.896374128984,True,Finance,1.2658981640463014,3,56642,8988.761921071842,Intern
29,Name_29,2020-12-10,836.0,,True,Sales,3.7937331075628533,4,101339,5851.977292625731,Contract
30,Name_30,2020-02-18,388.0,28116.60131483733,False,HR,1.6879222889077465,0,36558,8881.21248513038,Permanent
31,Name_31,2020-02-28,616.0,18752.356917507823,True,Engineering,4.081035854106954,2,93549,9305.215438068442,Permanent
32,Name_32,2020-06-18,482.0,18887.512599548467,False,Sales,0.28420994491942575,1,96446,5553.895655769142,Permanent
33,Name_33,2020-07-06,146.0,44091.448202955406,True,Sales,1.6608898855434568,1,148684,6865.281844906736,Permanent
34,Name_34,2020-09-27,278.0,2922.9352259867737,False,HR,0.47179954130319723,3,142706,6135.727484299253,Permanent
35,Name_35,2020-07-08,520.0,49411.14957659279,False,HR,,0,43010,1745.9914808993083,Permanent
36,Name_36,2020-06-23,629.0,33554.39513172655,True,Engineering,3.2919477958621863,4,120965,4362.35813762466,Permanent
37,Name_37,2020-02-20,605.0,34375.74725454714,True,HR,1.926674006768037,0,50654,6813.843300711712,Permanent
38,Name_38,2020-12-29,433.0,,True,Sales,4.357394709925563,0,119939,6102.688972351641,Contract
39,Name_39,2020-02-24,143.0,,True,Engineering,,3,35500,2150.978223530087,Intern
40,Name_40,2020-08-31,288.0,24754.124944431904,False,Engineering,,3,58662,9097.591564511838,Intern
41,Name_41,2020-11-15,385.0,6183.166437809283,True,Engineering,3.604444439810974,4,67382,7840.683397201198,Contract
42,Name_42,2020-05-10,13.0,14618.178527698594,True,Finance,3.1200839579284985,4,129200,684.5756989163987,Intern
43,Name_43,2020-11-02,256.0,,False,Finance,3.997973104146017,2,103960,3440.7835133354138,Intern
44,Name_44,2020-05-14,345.0,27949.432377431694,False,Sales,3.2179413817094247,0,131062,9955.381312496105,Permanent
45,Name_45,2020-01-21,697.0,21257.412183521526,True,Finance,0.8350670854946013,4,61460,3898.1003368113643,Contract
46,Name_46,2020-11-24,344.0,4561.425636199736,True,HR,3.35155018833533,3,71784,,Permanent
47,Name_47,2020-06-15,399.0,35991.95484271298,False,Engineering,1.9577459880790515,2,87468,1006.775607501602,Permanent
48,Name_48,2020-09-30,,35439.690346405594,True,Sales,2.3157151512878404,2,107384,3109.2400098215358,Permanent
49,Name_49,2020-03-29,857.0,31088.136741655613,False,HR,,3,63465,8820.538537900646,Contract
50,Name_50,2020-11-11,942.0,26002.869664811813,False,Engineering,1.7998202314887353,4,144458,5105.394620239817,Contract
51,Name_51,2020-01-14,,22255.43570816126,True,HR,3.059795714954194,3,112981,8251.122445195031,Contract
52,Name_52,2020-08-29,,30070.28355641162,False,Finance,1.8174086670611977,4,128551,76.5947157620006,Permanent
53,Name_53,2020-09-21,,12436.377134691927,True,HR,0.4736374267889587,3,91439,6661.4080448686345,Contract
54,Name_54,2020-12-11,220.0,47121.694144704736,True,Finance,,3,72966,2999.2827917099276,Permanent
55,Name_55,2020-02-22,151.0,29850.931929831248,True,HR,2.9853075222982595,1,130223,8607.765974558484,Intern
56,Name_56,2020-12-05,622.0,16248.42977336445,False,Sales,2.0375164601879936,4,31611,9440.46599170139,Permanent
57,Name_57,2020-04-01,182.0,23034.312693372707,True,Finance,1.9533309233909217,0,54716,6876.189524108904,Intern
58,Name_58,2020-09-20,398.0,40478.554654967724,True,Finance,4.1018925694719846,1,66960,1460.787996574594,Intern
59,Name_59,2020-02-04,850.0,8919.186975784574,False,Engineering,0.14842586144735104,1,66431,4681.0729071891765,Contract
60,Name_60,2020-07-24,,15348.94550055276,True,Finance,,1,41519,,Permanent
61,Name_61,2020-03-21,417.0,34295.89311409122,True,Engineering,4.058786326886058,1,96913,8302.98388824973,Contract
62,Name_62,2020-02-19,897.0,16458.97111762897,True,Finance,4.602650743055819,0,91384,4606.15641353885,Contract
63,Name_63,2020-12-25,282.0,39832.582411211835,False,Finance,2.0614979292041413,1,44313,3326.3486457063764,Intern
64,Name_64,2020-01-02,73.0,7392.220871690681,False,Finance,4.4439712159803815,0,53539,6113.515677271176,Intern
65,Name_65,2020-02-23,354.0,38371.622352275816,True,Finance,0.9946506106251635,0,53002,6470.822291860697,Permanent
66,Name_66,2020-04-15,726.0,,True,Engineering,1.1071353393008632,1,131167,,Intern
67,Name_67,2020-09-16,496.0,1617.0380207072444,True,Sales,,2,105278,9004.413831029195,Permanent
68,Name_68,2020-11-05,327.0,45012.95242277595,False,HR,4.516288706703091,0,109714,8899.568624586238,Permanent
69,Name_69,2020-07-09,987.0,29485.62162968263,True,Finance,1.1140288398133373,1,120919,6267.240920217244,Contract
70,Name_70,2020-08-05,534.0,18239.517957253764,True,Finance,0.29662094984305554,3,90189,5242.795390921715,Intern
71,Name_71,2020-02-13,579.0,12397.13721122867,True,Sales,0.4516206852764387,3,41631,8012.2117177019445,Contract
72,Name_72,2020-06-10,909.0,31227.40337977999,False,Engineering,,4,116550,3067.8963937491167,Intern
73,Name_73,2020-07-20,446.0,25941.10699330017,False,HR,3.8072453857339745,0,32312,7579.31031957951,Intern
74,Name_74,2020-09-26,372.0,49588.29100096927,False,Sales,2.5499591389814142,0,95314,5061.029294340943,Contract
75,Name_75,2020-12-16,361.0,49177.58334603354,False,Sales,2.277944211213848,3,104032,1236.5087097021121,Permanent
76,Name_76,2020-10-30,92.0,32116.203740938872,False,Sales,2.9206996558300045,0,95119,7528.667933209602,Contract
77,Name_77,2020-09-27,320.0,22700.654799188636,True,Sales,4.451115567310931,0,100415,6484.699359107086,Intern
78,Name_78,2020-08-02,323.0,25065.907487598444,True,Finance,0.4521518978282879,3,113231,824.2390773615826,Contract
79,Name_79,2020-09-08,383.0,,True,HR,,1,106568,4503.686762187168,Contract
80,Name_80,2020-07-08,574.0,5977.152667533687,True,Finance,,3,140429,4864.947151803157,Intern
81,Name_81,2020-10-22,735.0,17089.25161672519,False,Sales,1.066750208792,2,91476,6535.120989346621,Intern
82,Name_82,2020-07-31,,4688.3398091765885,False,HR,4.188861579809172,3,70610,,Permanent
83,Name_83,2020-07-26,,4594.677216329059,True,Sales,3.490123553797511,3,149084,1905.2621535154,Intern
84,Name_84,2020-08-24,345.0,10596.122852817452,False,Engineering,0.07234268036572344,1,103863,336.98968016375954,Intern
85,Name_85,2020-12-03,848.0,24777.409475068118,True,,1.158058401810641,3,36631,7940.729484186609,Intern
86,Name_86,2020-02-22,102.0,39453.941736976674,False,Sales,3.029223804479404,3,82464,9815.946822364658,Intern
87,Name_87,2020-10-06,214.0,24789.298667127754,True,Engineering,2.5120016974560584,1,124382,9406.873501792972,Intern
88,Name_88,2020-08-04,191.0,17438.35391748262,True,Finance,2.63968126263433,3,82003,5007.996680673624,Permanent
89,Name_89,2020-09-08,671.0,5035.296526501148,True,HR,1.1596521230341135,1,61349,5289.328616701831,Intern
90,Name_90,2020-07-06,,27964.48063597335,False,Sales,3.375017353543133,2,49416,9305.759029898389,Contract
91,Name_91,2020-02-10,718.0,14292.16073767566,True,Sales,1.3320918546838845,1,61057,5441.463322690663,Contract
92,Name_92,2020-06-05,,31131.774717940225,True,,1.9471748323922693,0,114326,2776.649172921819,Intern
93,Name_93,2020-01-15,,48882.199217488494,False,HR,1.844579579400381,0,91321,6775.908331783035,Contract
94,Name_94,2020-10-27,379.0,6454.401752399958,True,Engineering,3.3601251105994927,1,89648,,Permanent
95,Name_95,2020-03-05,402.0,11394.144537375056,False,,0.45126380841608693,3,131369,7850.0039886421355,Contract
96,Name_96,2020-12-10,663.0,24181.632366869362,False,Finance,1.0277095052009262,4,54003,7833.067738213634,Permanent
97,Name_97,2020-11-22,748.0,,False,Finance,1.0024853534253393,4,93690,9359.58727055864,Permanent
98,Name_98,2020-01-09,599.0,38818.679037229784,True,HR,0.5421233705785505,2,143294,1378.2032818493806,Contract
99,Name_99,2020-12-09,10.0,45013.230464978675,False,Sales,1.0379748941822953,2,60974,5213.299251693498,Contract
100,Name_100,2020-05-08,186.0,17352.027575313852,False,Engineering,3.0353013396167716,4,74127,7858.609257173636,Intern
101,Name_101,2020-05-15,725.0,49609.88521515113,False,Sales,3.660840854370941,4,37886,4348.414251877189,Intern
102,Name_102,2020-03-03,14.0,6038.807987143712,True,Engineering,3.3015172348456137,1,141963,6268.839130453578,Intern
103,Name_103,2020-05-18,777.0,3595.672396258941,False,Engineering,2.3759406899044118,4,123782,8170.317248194343,Contract
104,Name_104,2020-03-21,296.0,42924.528725647375,True,HR,0.2621728554803182,0,136626,,Permanent
105,Name_105,2020-06-11,410.0,46435.978640142326,False,Engineering,4.7950350534338755,2,63394,4082.816529384966,Permanent
106,Name_106,2020-10-15,955.0,5438.682519758986,False,HR,0.8403823041874597,2,112207,1805.5695710349928,Intern
107,Name_107,2020-09-17,584.0,6557.943910546233,True,Finance,3.3421068520283543,0,35886,8245.498860771631,Permanent
108,Name_108,2020-08-18,51.0,2625.533730032917,True,,4.564453077410555,2,49091,7957.789515382738,Contract
109,Name_109,2020-02-10,639.0,6120.870569493481,True,HR,3.488885479904943,4,97639,7431.5044747293105,Contract
110,Name_110,2020-01-28,27.0,11261.571023213763,False,HR,1.0902482009447512,2,89391,3933.1595313090397,Permanent
111,Name_111,2020-05-14,576.0,48533.754326590046,False,Finance,1.5789814938201152,0,65149,5831.906535030134,Contract
112,Name_112,2020-07-19,,,True,HR,0.1510293350554759,2,64402,1239.8678269041686,Permanent
113,Name_113,2020-11-23,350.0,39149.09825040856,True,Engineering,3.0637912042105677,4,142487,3195.188366238806,Intern
114,Name_114,2020-09-24,427.0,39030.830780884586,True,Engineering,,1,110681,4355.269602543046,Contract
115,Name_115,2020-02-02,649.0,27218.613739181517,True,HR,3.6275029068818965,4,45176,435.3924277218957,Contract
116,Name_116,2020-02-17,830.0,40076.959907937846,True,Engineering,0.05498144637810676,2,56171,1035.8762203026617,Intern
117,Name_117,2020-03-02,228.0,30194.569087108513,False,HR,4.089206444122333,3,41447,8297.244985304884,Permanent
118,Name_118,2020-08-03,765.0,16412.758782564524,False,Finance,,2,120798,,Contract
119,Name_119,2020-10-19,988.0,28494.395329651637,True,Engineering,0.7044330476204441,2,122823,3219.901641477122,Contract
120,Name_120,2020-04-08,209.0,27141.92072059116,True,HR,1.738133046344893,0,43096,1067.4064365962531,Permanent
121,Name_121,2020-06-20,,41349.199634206714,False,Sales,3.1926244645210837,3,42291,9353.923438804968,Intern
122,Name_122,2020-12-25,293.0,49104.63365170129,True,Finance,2.478984374701639,0,146299,9143.115469951152,Contract
123,Name_123,2020-08-01,742.0,21141.085705625595,True,Sales,0.5754713195063121,0,106210,6546.58582120413,Intern
124,Name_124,2020-02-04,752.0,,True,HR,0.43672687568294954,4,125191,3385.906728657937,Permanent
125,Name_125,2020-08-14,581.0,5888.387197868544,True,Engineering,3.907281495540458,1,92976,1125.7026053342067,Permanent
126,Name_126,2020-04-10,103.0,39064.73710296614,False,HR,0.7798355900890491,2,141373,9394.933351650765,Intern
127,Name_127,2020-05-10,203.0,19199.428687668373,True,Engineering,0.8604633696522179,3,50446,9203.805374212665,Permanent
128,Name_128,2020-09-13,52.0,2930.1179815946466,False,HR,4.154615626783788,2,68281,7432.021277063759,Intern
129,Name_129,2020-01-05,973.0,18799.062749546683,False,,3.0606981728160854,0,70800,9338.862998894756,Contract
130,Name_130,2020-08-05,939.0,30921.494795160594,False,Engineering,3.023578040769862,1,51667,1397.6043238526559,Intern
131,Name_131,2020-09-11,,6843.258216391861,False,Engineering,2.3967288568167,0,85081,1092.4985613764736,Intern
132,Name_132,2020-12-24,841.0,46277.690129082475,True,HR,2.844975072011455,2,88338,1920.4039439110354,Intern
133,Name_133,2020-10-09,53.0,4805.948250369091,False,Sales,3.0088484518590555,4,96937,2154.923503961088,Contract
134,Name_134,2020-07-25,275.0,46570.32927182514,True,Finance,4.8391311742179015,2,85343,8271.691224406128,Permanent
135,Name_135,2020-01-15,334.0,35649.73837884864,True,Sales,,0,80705,9217.349135054501,Contract
136,Name_136,2020-12-11,30.0,17155.896595295977,False,Sales,1.0728120985022955,3,36744,2155.9034595745497,Intern
137,Name_137,2020-02-11,134.0,20146.76703774557,True,Sales,0.2860924385265784,3,57451,4626.947464884654,Contract
138,Name_138,2020-06-27,57.0,37299.65887190447,True,Sales,,3,41419,4544.848574871812,Permanent
139,Name_139,2020-03-03,104.0,30472.08394317916,False,Engineering,2.7452109041113095,3,94180,1778.6998886972826,Contract
140,Name_140,2020-12-17,265.0,,False,Sales,0.5561960192331988,3,66338,8533.4723838883,Intern
141,Name_141,2020-08-18,521.0,20069.06620916052,False,Finance,1.8226946755909363,1,76088,5224.928323878912,Contract
142,Name_142,2020-08-28,,24902.86060857235,True,Engineering,0.8933160266560192,1,118215,5662.386906179615,Contract
143,Name_143,2020-02-21,252.0,49503.50671785678,True,Sales,1.6574087020043078,4,71619,2584.2796595136397,Intern
144,Name_144,2020-04-05,294.0,11482.220654486167,False,Engineering,4.7563208469730505,3,92937,5591.585328687201,Intern
145,Name_145,2020-08-09,667.0,21474.95313958444,False,Sales,3.4165941944026446,0,47348,7925.3989478316425,Permanent
146,Name_146,2020-08-18,157.0,,True,Sales,0.03784550397570974,0,122186,3049.3151700098906,Contract
147,Name_147,2020-08-24,548.0,38490.46401155264,True,Finance,1.2625403689206183,2,145675,1132.95170240048,Permanent
148,Name_148,2020-05-22,630.0,38436.61865762031,False,Engineering,0.05180773538889516,3,137108,5840.401702678672,Intern
149,Name_149,2020-06-19,66.0,15329.827588872398,True,Engineering,3.5743424938434036,0,111831,6358.30588732557,Intern
150,Name_150,2020-01-29,753.0,4988.125515016162,True,HR,2.347109010277392,4,102902,2020.640496973133,Permanent
151,Name_151,2020-02-05,298.0,1560.2011569379983,False,Sales,4.970093459071946,0,114050,2483.046527680847,Permanent
152,Name_152,2020-01-13,462.0,21945.07612888179,False,Sales,3.667916305113291,4,135525,1530.6887103537747,Contract
153,Name_153,2020-06-08,724.0,21106.542122452774,True,Finance,2.5895647135394095,3,142469,9213.814808452933,Permanent
154,Name_154,2020-11-22,819.0,49431.10405335329,True,Finance,4.023527141040676,2,111489,2130.1200398973174,Contract
155,Name_155,2020-07-05,,,True,Engineering,3.5240182561703803,2,74174,106.38112940862143,Intern
156,Name_156,2020-08-30,55.0,13564.500109195611,True,Finance,1.2188808881799358,1,137772,8401.528165269388,Intern
157,Name_157,2020-03-26,331.0,44670.2426105419,False,,2.6512913741375828,3,122256,,Contract
158,Name_158,2020-10-10,835.0,25062.329533025346,True,Sales,2.7799936241703542,0,67734,4565.349726566396,Contract
159,Name_159,2020-03-06,750.0,30359.606125318314,False,Sales,2.2561584930390173,2,115426,,Intern
160,Name_160,2020-06-18,392.0,5687.766810982421,True,Engineering,0.8959631142768099,4,142068,4496.167027279602,Contract
161,Name_161,2020-02-14,742.0,19762.903959158928,False,Finance,1.116845258289435,4,37719,2245.1448086316427,Permanent
162,Name_162,2020-03-02,873.0,47266.96004921555,True,Finance,1.405237004779808,0,71188,4260.545571391107,Contract
163,Name_163,2020-05-13,380.0,29885.763824595844,True,Engineering,0.05127574689081871,0,47402,4868.742945009542,Intern
164,Name_164,2020-10-10,91.0,17880.59090198062,False,Sales,4.584719460847547,3,104948,90.03413588011155,Contract
165,Name_165,2020-01-28,790.0,31657.69185094806,True,,,0,62228,1133.2951314544148,Permanent
166,Name_166,2020-04-17,446.0,45610.14338932769,False,Finance,3.448086578922354,0,149978,8747.650988211733,Contract
167,Name_167,2020-02-13,108.0,14425.539423156912,False,Engineering,2.8616530690456066,0,98415,3924.2542660468084,Contract
168,Name_168,2020-12-05,316.0,25750.719205063047,False,Sales,3.446554040805296,2,76982,3314.6717201412503,Contract
169,Name_169,2020-10-12,167.0,47975.84204167601,True,HR,4.909312749368182,3,134961,8883.565401783253,Intern
170,Name_170,2020-11-26,811.0,9447.41102162418,True,Engineering,1.9258016881724664,0,66125,1545.696662890448,Contract
171,Name_171,2020-05-07,981.0,36263.532354238865,True,HR,3.5626279343828187,0,77562,,Permanent
172,Name_172,2020-12-13,919.0,31109.569401946133,False,Engineering,,4,62307,8279.50525075391,Intern
173,Name_173,2020-08-18,434.0,34304.081425891105,True,Finance,4.271443993734129,2,111764,2796.5467863580216,Contract
174,Name_174,2020-07-08,441.0,18209.761902710914,True,Finance,4.290143034450175,0,35734,6332.32260669213,Intern
175,Name_175,2020-08-12,217.0,16380.089300704482,False,HR,4.511332127117425,2,74064,7395.716580511286,Contract
176,Name_176,2020-10-09,221.0,34526.27385883015,False,Engineering,0.02731662120939171,3,141368,2227.2029670057523,Intern
177,Name_177,2020-04-30,672.0,11561.620970122722,False,Finance,1.4909572249804741,3,64314,2534.078192538687,Contract
178,Name_178,2020-04-25,527.0,21563.08249809125,False,HR,0.6696217560079804,1,109227,5162.950961410997,Permanent
179,Name_179,2020-08-20,277.0,10220.557656592982,True,HR,2.269930989450784,4,97147,7922.13705022043,Intern
180,Name_180,2020-09-15,568.0,1406.9372150431573,False,Engineering,2.4772482133964893,1,33977,5543.775362471004,Contract
181,Name_181,2020-12-24,573.0,48532.8106418654,False,Finance,1.2795202141482775,2,67875,673.3640294072452,Contract
182,Name_182,2020-07-16,,22153.445954164534,True,HR,3.617232460225352,4,83301,3508.3717943379634,Contract
183,Name_183,2020-05-16,465.0,48498.13110657144,True,Sales,1.3488485859448467,0,126352,3306.378728128001,Intern
184,Name_184,2020-11-13,838.0,7875.852468623479,False,Sales,4.269456876416793,4,124712,8076.01906435229,Intern
185,Name_185,2020-06-13,753.0,29780.972193416816,True,Finance,0.8882968407089342,4,67380,,Contract
186,Name_186,2020-08-12,601.0,10847.72760677074,True,Finance,1.8361764738264181,3,54046,9012.174528544154,Contract
187,Name_187,2020-11-02,,39713.63222120046,False,Sales,3.111188792121525,1,73287,3349.842057464142,Contract
188,Name_188,2020-08-21,837.0,39401.44644928779,True,HR,3.0266753523162664,3,50895,1941.081964425042,Intern
189,Name_189,2020-06-20,29.0,6517.750302926278,False,Engineering,,3,44325,5399.399091353704,Permanent
190,Name_190,2020-05-31,358.0,45691.15819094307,True,,4.231293060954741,1,127385,3863.872862495649,Permanent
191,Name_191,2020-11-10,918.0,10536.852712958007,True,Finance,,3,128859,6475.903347485541,Contract
192,Name_192,2020-06-08,287.0,31035.889737878657,True,Finance,4.349297743535842,4,54781,,Intern
193,Name_193,2020-04-05,85.0,,True,Engineering,4.338177891139343,2,44226,,Contract
194,Name_194,2020-08-20,233.0,44237.43020355183,False,HR,,0,137497,2273.6459724306324,Contract
195,Name_195,2020-06-28,746.0,47871.63249949728,False,Engineering,4.553907286557189,0,50247,1622.712809829142,Intern
196,Name_196,2020-04-22,,17787.339789687852,True,HR,4.24203899406728,3,46501,9399.570690296712,Permanent
197,Name_197,2020-11-13,364.0,6173.206468753705,True,HR,4.790614722808855,1,81679,8124.27807510826,Intern
198,Name_198,2020-02-21,776.0,10228.996791183055,True,Sales,4.252491992797031,4,132155,2616.7599273034402,Contract
199,Name_199,2020-09-24,798.0,25524.249858754076,False,HR,,3,66529,,Permanent
200,Name_200,2020-10-21,838.0,39868.254235392786,True,Finance,2.3468024033845576,4,106628,7410.546096472533,Intern
201,Name_201,2020-04-22,904.0,8357.528565009885,False,Finance,1.0601553018896386,4,51874,2535.619987693367,Permanent
202,Name_202,2020-04-10,268.0,,True,Finance,4.55354366537743,0,69139,9057.843563870345,Intern
203,Name_203,2020-04-22,,16855.302597936083,False,Sales,3.6127459322303785,2,109128,3218.046448501245,Intern
204,Name_204,2020-03-21,,17718.901547215522,False,,1.4087393209926014,2,149924,4801.790794672738,Permanent
205,Name_205,2020-07-05,802.0,33433.968777738395,True,Finance,1.7049786137782124,1,57277,6092.61533401661,Permanent
206,Name_206,2020-04-22,992.0,23882.971557127792,False,Finance,3.430392559286103,2,68471,1912.6325413923605,Contract
207,Name_207,2020-01-02,788.0,,True,Engineering,2.3890865417683544,3,149324,6112.880096880583,Contract
208,Name_208,2020-05-09,831.0,8640.006973478525,False,Sales,0.4074128092318413,0,72008,7062.719750086012,Permanent
209,Name_209,2020-08-07,350.0,39707.46521858488,False,HR,0.707239728728285,0,85382,1015.4708634016952,Contract
210,Name_210,2020-02-23,179.0,4147.5271548136225,True,Engineering,3.728243417561556,4,59882,3793.483556906142,Contract
211,Name_211,2020-12-08,801.0,10508.640132034645,False,HR,1.6428476424091543,3,126867,6120.595985723585,Intern
212,Name_212,2020-08-11,479.0,33151.336010655104,True,,2.5382471420101957,3,98536,9262.168891690384,Contract
213,Name_213,2020-08-12,888.0,42891.35716904249,False,HR,3.833107391267629,4,94495,8909.834761550144,Intern
214,Name_214,2020-05-05,162.0,13381.301759228103,True,,3.755877968530262,4,135726,1696.6731527126578,Contract
215,Name_215,2020-05-09,782.0,17032.388685616734,False,Engineering,0.8350751344363694,0,35515,6105.078952728283,Permanent
216,Name_216,2020-02-22,887.0,27318.916666050256,False,HR,0.4919693219951765,3,81377,980.1783254015039,Intern
217,Name_217,2020-06-20,95.0,11367.067517975815,True,Sales,2.95576146482545,2,73147,2938.78891484604,Contract
218,Name_218,2020-08-05,773.0,40746.65681778778,False,,3.7081643696561977,2,137601,5972.702621240037,Permanent
219,Name_219,2020-06-08,509.0,38908.19560528228,True,Sales,,0,85139,813.6475149862365,Intern
220,Name_220,2020-07-16,364.0,8119.293886323299,True,Finance,1.8597764366363738,2,42719,8888.62060461574,Contract
221,Name_221,2020-09-03,980.0,,False,HR,4.351389979838204,2,147681,,Permanent
222,Name_222,2020-11-19,352.0,38966.56056607645,True,Finance,4.721115707801605,3,120642,4733.8997250106995,Intern
223,Name_223,2020-07-21,799.0,17529.147024067326,True,Sales,2.2703488047484215,3,59039,,Contract
224,Name_224,2020-07-02,435.0,32022.23431316885,True,Engineering,0.39757967015416507,1,100398,8813.628787756683,Contract
225,Name_225,2020-05-02,82.0,3460.4429514210638,True,Sales,1.2884822810118868,3,73060,504.3735182580744,Intern
226,Name_226,2020-09-11,224.0,30825.74926593658,True,Finance,1.1648496015776648,1,124754,1438.8091968794258,Permanent
227,Name_227,2020-10-20,411.0,,True,Finance,1.194818602705285,3,148128,,Intern
228,Name_228,2020-10-06,,,False,Sales,2.4694085268962502,4,108490,3643.842705856277,Permanent
229,Name_229,2020-11-20,980.0,18417.023715443444,True,HR,2.9161282584578556,3,140146,9874.467775950518,Permanent
230,Name_230,2020-04-07,117.0,14796.13927368159,True,Engineering,0.6125479433996767,1,130300,1474.618851925733,Intern
231,Name_231,2020-07-16,481.0,42203.55985886276,False,Engineering,4.446780032641672,2,129378,3031.0388070014183,Permanent
232,Name_232,2020-08-27,191.0,,True,Sales,3.099869116405574,3,53912,8279.499283573074,Contract
233,Name_233,2020-05-23,590.0,20433.831167382894,True,HR,2.9862586513400267,2,123074,7843.546819941081,Intern
234,Name_234,2020-04-06,,19130.173488176537,True,HR,4.9363949919214205,2,142682,6548.167102275641,Permanent
235,Name_235,2020-07-19,658.0,14955.21833822799,False,Sales,,3,126782,3285.517429445257,Contract
236,Name_236,2020-05-03,106.0,45675.96226807238,False,Engineering,,3,139199,1177.7691840641469,Permanent
237,Name_237,2020-07-05,381.0,37795.49128231939,True,Engineering,1.4312848617989586,4,129170,9835.465447972254,Intern
238,Name_238,2020-11-21,782.0,4132.235045405,True,Engineering,1.2006474517324879,1,99318,2514.2641266821042,Contract
239,Name_239,2020-12-14,,36019.68502231275,False,HR,,3,73092,8446.36487198772,Permanent
240,Name_240,2020-09-15,243.0,26837.657523310903,True,Sales,2.5430447381833305,2,121304,8950.082178897244,Intern
241,Name_241,2020-05-27,584.0,45142.526825677385,False,HR,,2,50405,4408.996654404504,Permanent
242,Name_242,2020-09-08,868.0,16334.335250069566,True,Engineering,3.4982782844997384,3,44016,,Intern
243,Name_243,2020-12-11,467.0,,True,HR,0.1481690961834664,1,94472,2790.3698996510616,Contract
244,Name_244,2020-05-26,865.0,25537.008462308317,False,Engineering,3.453152362747263,2,40269,8899.111273453864,Intern
245,Name_245,2020-05-27,933.0,24988.48440515268,True,,2.2858894306165007,4,104898,6359.663158817013,Contract
246,Name_246,2020-12-17,537.0,23349.164576343417,False,Engineering,3.4450375542253955,2,132487,1943.7220133522103,Permanent
247,Name_247,2020-07-17,,11075.844301081783,False,Finance,2.3854031532075948,1,135773,7865.470670833393,Permanent
248,Name_248,2020-11-03,603.0,38029.786202127245,True,Finance,4.886668914423475,0,43115,9136.923314000034,Contract
249,Name_249,2020-05-07,636.0,,True,Sales,1.673424755515589,4,46974,,Permanent
250,Name_250,2020-02-08,946.0,47967.29747512768,False,HR,4.912864685011941,4,144402,7603.72939677118,Contract
