ID,Name,Date,Balance,Rating,Active
43,null,2021-02-12,26096.23,1.11,False
44,Name_44,2021-02-13,17047.52,4.08,True
45,Name_45,2021-02-14,null,null,True
46,Name_46,2021-02-15,32144.84,3.23,False
47,Name_47,2021-02-16,8991.8,2.19,False
48,Name_48,null,38561.12,2.68,False
49,Name_49,2021-02-18,29519.52,3.84,False
50,Name_50,2021-02-19,45832.29,4.11,True
51,Name_51,2021-02-20,null,2.55,False
52,Name_52,2021-02-21,49153.03,3.76,True
53,Name_53,2021-02-22,29215.55,2.03,False
54,Name_54,2021-02-23,48696.7,null,False
55,Name_55,2021-02-24,2325.97,3.44,True
56,Name_56,2021-02-25,36670.84,4.1,True
57,null,2021-02-26,41014.45,2.91,True
58,Name_58,2021-02-27,3605.49,1.92,True
59,null,2021-02-28,29369.51,2.72,True
60,Name_60,2021-03-01,40295.17,2.53,True
61,Name_61,2021-03-02,28490.9,2.33,False
62,Name_62,null,4126.87,1.85,True
63,Name_63,2021-03-04,34978.91,null,True
64,Name_64,2021-03-05,3969.25,1.35,False
65,Name_65,2021-03-06,41055.98,4.55,False
66,Name_66,2021-03-07,3108.67,1.7,False
67,Name_67,2021-03-08,7732.47,4.92,True
68,Name_68,2021-03-09,14480.27,4.95,True
69,null,2021-03-10,32034.87,2.59,False
70,Name_70,2021-03-11,48841.6,4.95,null
71,Name_71,2021-03-12,6773.32,4.48,False
72,Name_72,2021-03-13,7992.68,1.33,True
73,null,2021-03-14,19074.65,4.79,False
74,Name_74,2021-03-15,41974.74,1.17,True
75,Name_75,2021-03-16,23894.32,1.73,True
76,Name_76,2021-03-17,16758.92,3.34,True
77,Name_77,2021-03-18,28498.99,1.32,False
78,null,2021-03-19,13765.64,1.65,True
79,Name_79,null,20656.84,null,False
80,Name_80,2021-03-21,17297.65,4.98,True
81,Name_81,2021-03-22,40402.91,4.19,False
82,Name_82,2021-03-23,46288.53,3.06,True
83,Name_83,2021-03-24,38219.04,4.6,True
84,null,2021-03-25,22515.1,1.45,False
85,Name_85,null,null,4.77,null
86,Name_86,2021-03-27,7128.61,2.41,False
87,Name_87,2021-03-28,37596.37,4.45,False
88,Name_88,2021-03-29,null,null,True
89,Name_89,2021-03-30,45219.56,4.84,True
90,Name_90,2021-03-31,10829.95,4.46,True
91,Name_91,2021-04-01,38226.58,4.55,False
92,Name_92,2021-04-02,34548.91,3.53,False
93,Name_93,2021-04-03,14026.43,4.33,False
94,Name_94,2021-04-04,33701.55,4.03,False
95,Name_95,2021-04-05,46294.3,null,null
96,Name_96,2021-04-06,46003.36,3.59,True
97,Name_97,2021-04-07,36261.7,1.59,False
98,Name_98,2021-04-08,3355.58,null,False
99,null,2021-04-09,43740.95,1.26,True
100,Name_100,2021-04-10,33231.15,4.95,null
101,null,2021-04-11,16211.28,2.6,False
102,Name_102,2021-04-12,null,1.68,False
103,Name_103,2021-04-13,6693.99,4.74,False
104,Name_104,2021-04-14,3461.61,1.18,True
105,Name_105,2021-04-15,37951.06,2.88,False
106,Name_106,2021-04-16,12556.31,4.08,null
107,Name_107,2021-04-17,2188.39,2.27,True
108,Name_108,2021-04-18,20466.26,3.12,False
109,Name_109,2021-04-19,24647.75,3.8,False
110,null,2021-04-20,9292.28,4.81,False
111,Name_111,2021-04-21,3158.37,1.41,False
112,Name_112,null,10267.15,1.63,True
113,Name_113,2021-04-23,34276.04,3.04,False
114,Name_114,2021-04-24,5029.94,2.67,True
115,Name_115,null,28196.81,2.64,null
116,Name_116,2021-04-26,8174.19,2.19,True
117,Name_117,2021-04-27,10588.77,3.24,null
118,Name_118,2021-04-28,20260.82,4.53,True
119,Name_119,null,null,null,True
120,Name_120,2021-04-30,9486.97,1.86,null
121,Name_121,null,18098.67,3.68,False
122,Name_122,2021-05-02,17153.78,null,False
123,Name_123,2021-05-03,37714.3,3.7,True
124,Name_124,2021-05-04,4664.33,2.26,False
125,Name_125,null,43162.09,2.43,True
126,Name_126,2021-05-06,40995.38,2.62,True
127,Name_127,2021-05-07,38533.59,2.4,False
128,Name_128,2021-05-08,null,4.36,null
129,null,2021-05-09,41321.21,4.78,False
130,Name_130,2021-05-10,9957.3,3.19,False
131,Name_131,2021-05-11,7096.05,3.33,False
132,Name_132,2021-05-12,null,1.28,True
133,Name_133,2021-05-13,47026.21,3.85,True
134,Name_134,2021-05-14,16092.53,3.34,True
135,Name_135,null,null,1.2,True
136,Name_136,null,null,1.79,False
137,Name_137,2021-05-17,45470.73,1.81,False
138,Name_138,2021-05-18,45292.52,1.68,True
139,Name_139,2021-05-19,46260.13,null,True
140,Name_140,2021-05-20,25311.52,4.71,null
141,Name_141,null,43431.37,4.05,False
142,Name_142,2021-05-22,47587.53,2.91,True
143,Name_143,2021-05-23,16906.23,2.62,False
144,Name_144,2021-05-24,21524.85,null,False
145,Name_145,2021-05-25,36242.77,3.4,null
146,null,2021-05-26,15717.63,2.44,True
147,Name_147,2021-05-27,37936.66,1.9,False
148,Name_148,2021-05-28,4620.72,3.41,False
149,null,2021-05-29,26651.42,2.56,False
150,Name_150,2021-05-30,6993.36,1.06,False
151,Name_151,2021-05-31,null,1.09,True
152,Name_152,2021-06-01,null,null,True
153,Name_153,2021-06-02,42107.67,3.05,False
154,Name_154,null,10482.35,2.42,False
155,Name_155,2021-06-04,40613.95,1.1,True
156,Name_156,2021-06-05,39904.06,1.89,True
157,Name_157,2021-06-06,25445.27,1.39,False
158,Name_158,2021-06-07,12458.32,4.79,False
159,Name_159,2021-06-08,12117.92,2.25,False
160,Name_160,2021-06-09,23781.31,1.06,True
161,Name_161,2021-06-10,1431.64,3.64,True
162,Name_162,2021-06-11,27036.19,1.93,null
163,Name_163,2021-06-12,47686.2,3.27,True
164,Name_164,2021-06-13,8580.64,1.6,True
165,null,2021-06-14,29093.94,4.94,True
166,Name_166,2021-06-15,48127.16,4.88,False
167,Name_167,2021-06-16,43165.58,3.62,True
168,Name_168,2021-06-17,42668.63,3.83,null
169,null,2021-06-18,41270.65,2.7,True
170,Name_170,2021-06-19,16142.16,null,False
171,Name_171,2021-06-20,44640.22,null,True
172,null,2021-06-21,null,1.96,False
173,Name_173,2021-06-22,null,null,False
174,Name_174,2021-06-23,18373.98,1.83,False
175,Name_175,2021-06-24,21297.22,3.29,True
176,Name_176,null,17376.12,1.98,True
177,Name_177,2021-06-26,11408.5,3.62,True
178,Name_178,2021-06-27,null,2.53,True
179,Name_179,2021-06-28,28567.25,4.55,False
180,Name_180,2021-06-29,23666.67,3.23,True
181,Name_181,2021-06-30,5696.42,3.49,True
182,Name_182,2021-07-01,40047.76,3.23,False
183,Name_183,2021-07-02,9571.74,null,null
184,Name_184,2021-07-03,6613.54,1.25,True
185,Name_185,2021-07-04,31530.5,1.27,False
186,Name_186,2021-07-05,20533.57,3.81,True
187,Name_187,2021-07-06,3930.62,4.07,False
188,Name_188,2021-07-07,18422.85,2.73,null
189,Name_189,2021-07-08,38817.24,2.41,False
190,Name_190,2021-07-09,null,2.11,False
191,null,2021-07-10,null,1.94,True
192,Name_192,2021-07-11,10398.43,4.65,True
193,Name_193,null,31957.99,2.18,True
194,Name_194,2021-07-13,44490.21,3.59,False
195,Name_195,2021-07-14,32667.36,4.15,False
196,Name_196,2021-07-15,40832.29,1.09,False
197,Name_197,2021-07-16,26554.86,1.14,False
198,Name_198,2021-07-17,36180.58,2.33,True
199,Name_199,2021-07-18,44915.11,3.78,False
200,Name_200,2021-07-19,38885.77,2.04,True
201,Name_201,2021-07-20,null,1.01,True
202,null,2021-07-21,22125.84,2.15,False
203,Name_203,2021-07-22,45306.79,1.36,True
204,Name_204,2021-07-23,31456.79,1.88,True
205,Name_205,2021-07-24,43632.39,2.33,True
206,null,2021-07-25,2929.45,null,False
207,Name_207,2021-07-26,33234.77,3.83,True
208,Name_208,2021-07-27,42550.78,2.02,null
209,null,null,9535.9,3.64,True
210,Name_210,2021-07-29,33427.56,3.4,True
211,Name_211,2021-07-30,41422.78,4.59,True
212,Name_212,2021-07-31,null,1.35,True
213,Name_213,2021-08-01,20857.07,1.86,False
214,Name_214,2021-08-02,28906.37,4.46,null
215,Name_215,2021-08-03,26439.22,4.29,True
216,Name_216,2021-08-04,2920.28,1.77,True
217,Name_217,2021-08-05,5834.93,1.43,True
218,Name_218,2021-08-06,5922.86,4.42,null
219,Name_219,2021-08-07,13851.13,1.71,True
220,Name_220,null,13047.34,4.48,True
221,Name_221,2021-08-09,37368.9,null,False
222,Name_222,2021-08-10,29064.47,1.88,True
223,null,2021-08-11,38434.83,4.36,null
224,Name_224,2021-08-12,4424.91,2.7,False
225,Name_225,null,24775.5,4.16,True
226,Name_226,2021-08-14,16865.0,null,True
227,Name_227,2021-08-15,42647.03,1.28,True
228,Name_228,2021-08-16,null,3.85,True
229,Name_229,2021-08-17,43593.67,1.6,False
230,Name_230,2021-08-18,3274.93,null,null
231,Name_231,2021-08-19,36320.35,2.67,False
232,Name_232,2021-08-20,27460.41,null,True
233,Name_233,2021-08-21,41425.0,null,False
234,Name_234,2021-08-22,25850.87,4.45,True
235,Name_235,2021-08-23,27470.24,2.28,False
236,Name_236,2021-08-24,null,4.43,True
237,Name_237,2021-08-25,33757.62,1.69,False
238,null,2021-08-26,14383.85,2.87,True
239,Name_239,2021-08-27,1965.0,4.51,False
240,Name_240,2021-08-28,4255.42,1.19,True
241,Name_241,2021-08-29,47906.99,2.22,True
242,Name_242,2021-08-30,17957.79,null,True
243,Name_243,2021-08-31,43535.71,null,True
244,Name_244,2021-09-01,48024.18,3.86,False
245,null,2021-09-02,47220.09,4.37,False
246,Name_246,2021-09-03,44204.54,3.09,True
247,Name_247,2021-09-04,44847.35,4.38,True
248,Name_248,2021-09-05,15161.39,3.56,null
249,Name_249,2021-09-06,8422.02,3.74,True
250,Name_250,null,32323.87,1.61,False
251,Name_251,2021-09-08,24917.17,4.76,False
252,Name_252,2021-09-09,5838.59,4.18,True
253,Name_253,null,34199.52,2.02,True
254,Name_254,2021-09-11,28580.14,3.32,False
255,Name_255,2021-09-12,43290.3,2.51,False
256,Name_256,null,30850.01,3.64,null
257,Name_257,2021-09-14,null,4.97,False
258,Name_258,2021-09-15,22596.83,1.18,False
259,Name_259,2021-09-16,23676.57,4.81,True
260,null,null,47764.68,1.29,False
261,Name_261,2021-09-18,7783.85,2.84,True
262,Name_262,2021-09-19,22864.72,2.93,False
263,Name_263,2021-09-20,33135.53,2.07,False
264,Name_264,2021-09-21,22217.52,3.27,True
265,Name_265,2021-09-22,null,4.34,True
266,Name_266,null,15080.51,2.18,False
267,Name_267,2021-09-24,12449.15,1.28,False
268,Name_268,2021-09-25,17851.26,3.53,null
269,Name_269,2021-09-26,43712.06,4.01,null
270,Name_270,2021-09-27,25756.0,4.82,True
271,Name_271,2021-09-28,12771.7,null,False
272,Name_272,2021-09-29,19841.81,4.61,False
273,Name_273,2021-09-30,6185.69,null,False
274,Name_274,null,45297.75,1.94,True
275,Name_275,2021-10-02,21001.69,4.85,True
276,Name_276,2021-10-03,49039.17,1.95,False
277,Name_277,2021-10-04,18029.4,3.93,False
278,Name_278,2021-10-05,41981.45,4.14,False
279,Name_279,2021-10-06,13562.88,2.72,True
280,Name_280,2021-10-07,null,null,True
281,Name_281,2021-10-08,2554.93,3.29,False
282,Name_282,2021-10-09,30702.25,1.77,True
283,Name_283,2021-10-10,16267.11,4.04,null
284,null,2021-10-11,22732.47,null,True
285,Name_285,2021-10-12,41113.7,2.95,True
286,null,2021-10-13,13157.3,4.98,True
287,Name_287,2021-10-14,16123.97,2.71,True
288,Name_288,null,42421.47,2.92,True
289,Name_289,2021-10-16,25145.35,3.7,False
290,Name_290,2021-10-17,41555.59,1.74,True
291,null,2021-10-18,19349.32,4.61,False
292,null,null,20520.13,4.21,False
293,Name_293,2021-10-20,9189.78,4.49,False
294,Name_294,2021-10-21,45900.95,3.44,null
295,Name_295,2021-10-22,44942.4,4.53,null
296,Name_296,2021-10-23,49226.63,null,True
297,Name_297,2021-10-24,20719.91,3.05,True
298,Name_298,2021-10-25,41112.13,4.73,False
299,Name_299,null,21332.73,2.76,True
300,null,2021-10-27,null,3.0,True
301,null,2021-10-28,41669.97,1.68,False
302,Name_302,2021-10-29,9690.97,4.79,True
303,Name_303,2021-10-30,11795.24,1.88,False
304,Name_304,2021-10-31,null,1.81,False
305,Name_305,2021-11-01,39620.77,1.4,False
306,Name_306,2021-11-02,19259.93,2.81,False
307,Name_307,2021-11-03,18550.24,2.09,False
308,Name_308,2021-11-04,49942.0,3.96,True
309,Name_309,2021-11-05,19806.5,2.23,True
310,Name_310,2021-11-06,13140.76,3.88,null
311,Name_311,2021-11-07,31537.47,1.78,False
312,null,2021-11-08,40292.12,1.92,True
313,null,2021-11-09,4410.78,4.22,True
314,Name_314,null,31325.72,2.48,False
315,Name_315,2021-11-11,2751.04,1.45,True
316,Name_316,2021-11-12,null,4.85,True
317,Name_317,2021-11-13,13592.59,1.71,True
318,Name_318,2021-11-14,16025.44,1.6,True
319,Name_319,2021-11-15,23887.7,2.43,False
320,Name_320,2021-11-16,46428.27,1.38,null
321,Name_321,2021-11-17,35822.7,1.62,False
322,Name_322,2021-11-18,46905.43,null,null
323,Name_323,2021-11-19,33338.58,1.69,True
324,Name_324,null,1348.28,1.45,True
325,Name_325,2021-11-21,14013.67,4.52,False
326,Name_326,2021-11-22,45382.86,2.78,False
327,Name_327,2021-11-23,32528.83,1.63,False
328,Name_328,2021-11-24,49100.71,3.33,False
329,Name_329,2021-11-25,8642.24,1.17,False
330,Name_330,2021-11-26,15540.64,2.71,True
331,Name_331,2021-11-27,18756.02,null,True
332,Name_332,2021-11-28,17001.33,4.83,False
333,null,null,13347.58,2.31,False
334,Name_334,2021-11-30,22729.82,4.06,True
335,null,2021-12-01,32472.61,1.53,False
336,null,2021-12-02,16251.59,2.73,True
337,Name_337,2021-12-03,4905.3,1.89,False
338,Name_338,2021-12-04,null,2.97,True
339,Name_339,2021-12-05,23491.81,2.67,True
340,null,2021-12-06,28267.63,null,True
341,Name_341,2021-12-07,23314.63,4.67,False
342,Name_342,2021-12-08,44627.52,3.33,False
343,Name_343,2021-12-09,28378.5,1.71,True
344,Name_344,2021-12-10,null,3.23,True
345,Name_345,2021-12-11,26018.19,4.17,True
346,Name_346,2021-12-12,15336.82,1.15,null
347,Name_347,2021-12-13,18416.69,2.74,True
348,null,2021-12-14,26584.34,1.17,True
349,Name_349,2021-12-15,26969.48,1.98,False
350,Name_350,2021-12-16,34679.55,null,True
351,Name_351,2021-12-17,12000.25,4.84,False
352,Name_352,2021-12-18,33283.3,1.68,True
353,Name_353,2021-12-19,39150.81,1.6,False
354,Name_354,2021-12-20,34153.01,4.89,True
355,null,2021-12-21,24609.58,3.06,False
356,Name_356,null,49592.35,4.03,False
357,null,2021-12-23,20835.84,2.31,False
358,Name_358,2021-12-24,6222.94,3.13,False
359,Name_359,2021-12-25,41253.71,1.03,True
360,Name_360,2021-12-26,11397.86,2.64,False
361,Name_361,2021-12-27,35950.99,3.22,True
362,Name_362,2021-12-28,9769.84,3.06,False
363,Name_363,2021-12-29,1826.99,2.62,True
364,Name_364,2021-12-30,8830.13,4.15,False
365,Name_365,null,19472.45,3.01,True
366,Name_366,2022-01-01,6224.29,3.54,True
367,Name_367,2022-01-02,10686.28,1.74,True
368,Name_368,2022-01-03,38466.69,4.45,null
369,Name_369,2022-01-04,null,2.45,null
370,null,2022-01-05,41056.92,null,True
371,Name_371,2022-01-06,42216.61,2.41,null
372,null,2022-01-07,21601.36,4.57,True
373,null,2022-01-08,43509.93,4.6,False
374,Name_374,2022-01-09,26770.91,1.9,False
375,null,2022-01-10,24059.26,4.01,False
376,Name_376,2022-01-11,36208.28,1.41,True
377,Name_377,2022-01-12,11477.1,1.12,False
378,null,2022-01-13,39685.37,4.35,True
379,Name_379,2022-01-14,22043.83,1.52,False
380,Name_380,2022-01-15,7237.48,1.62,True
381,Name_381,2022-01-16,6846.28,3.43,True
382,Name_382,2022-01-17,9080.43,4.27,True
383,Name_383,2022-01-18,44638.06,1.76,True
384,Name_384,2022-01-19,49555.95,1.46,False
385,Name_385,2022-01-20,18491.72,1.31,False
386,Name_386,2022-01-21,15315.05,1.1,True
387,Name_387,2022-01-22,11719.78,1.47,True
388,Name_388,2022-01-23,41367.01,4.77,null
389,Name_389,2022-01-24,11251.17,1.38,True
390,Name_390,2022-01-25,null,3.39,True
391,Name_391,2022-01-26,33700.17,4.68,False
392,Name_392,2022-01-27,null,null,False
393,Name_393,2022-01-28,28146.48,1.13,False
394,Name_394,2022-01-29,34843.31,3.39,False
395,Name_395,null,null,4.61,False
396,Name_396,2022-01-31,41728.58,2.29,False
397,Name_397,2022-02-01,41957.18,2.25,null
398,Name_398,2022-02-02,29899.86,2.0,True
399,Name_399,2022-02-03,31992.87,3.02,False
400,Name_400,2022-02-04,46171.92,1.95,True
401,Name_401,2022-02-05,46563.46,3.9,False
402,Name_402,2022-02-06,33548.24,null,True
403,Name_403,2022-02-07,1379.96,2.6,True
404,Name_404,2022-02-08,6116.15,3.89,True
405,Name_405,2022-02-09,43039.18,1.39,False
406,Name_406,2022-02-10,5150.99,4.0,True
407,Name_407,2022-02-11,11462.44,3.41,True
408,null,2022-02-12,12296.79,3.52,False
409,Name_409,2022-02-13,30411.5,1.26,True
410,null,2022-02-14,29255.01,3.47,False
411,Name_411,2022-02-15,15181.46,2.98,True
412,Name_412,2022-02-16,11172.96,2.94,False
413,Name_413,2022-02-17,38462.07,2.29,False
414,Name_414,2022-02-18,46837.35,1.03,True
415,Name_415,2022-02-19,3587.48,2.69,False
416,Name_416,2022-02-20,7525.84,2.6,True
417,Name_417,2022-02-21,32466.04,2.69,False
418,Name_418,null,40417.63,3.45,True
419,Name_419,2022-02-23,39768.24,2.2,True
420,Name_420,2022-02-24,36264.47,2.08,False
421,Name_421,2022-02-25,44483.97,2.99,True
422,Name_422,2022-02-26,11650.1,3.37,False
423,null,2022-02-27,6257.26,3.27,True
424,Name_424,2022-02-28,31152.79,4.53,False
425,null,2022-03-01,41291.52,4.08,null
426,Name_426,2022-03-02,29520.14,1.21,True
427,Name_427,2022-03-03,48186.88,3.25,False
428,Name_428,2022-03-04,null,null,False
429,Name_429,2022-03-05,null,2.44,True
430,Name_430,2022-03-06,null,4.83,False
431,Name_431,2022-03-07,6279.37,2.83,True
432,Name_432,null,39457.04,3.88,True
433,Name_433,2022-03-09,10713.66,4.87,True
434,Name_434,2022-03-10,2412.92,1.6,True
435,null,2022-03-11,45627.27,1.22,False
436,Name_436,2022-03-12,44649.46,2.25,False
437,null,2022-03-13,11705.71,null,False
438,Name_438,2022-03-14,39230.11,1.47,False
439,Name_439,2022-03-15,3351.0,4.97,False
440,null,2022-03-16,null,4.84,True
441,null,2022-03-17,31559.68,3.77,False
442,Name_442,2022-03-18,38395.77,4.01,True
443,Name_443,2022-03-19,1509.56,1.56,True
444,Name_444,2022-03-20,16984.22,3.38,null
445,Name_445,2022-03-21,11502.93,1.62,True
446,Name_446,2022-03-22,49940.24,2.51,False
447,Name_447,2022-03-23,null,2.38,True
448,Name_448,2022-03-24,20877.9,null,False
449,Name_449,2022-03-25,4706.98,1.32,False
450,null,2022-03-26,30334.84,1.41,False
451,Name_451,2022-03-27,32443.37,3.44,False
452,Name_452,2022-03-28,41003.89,3.54,True
453,Name_453,2022-03-29,15140.27,2.36,True
454,Name_454,2022-03-30,49089.98,null,null
455,Name_455,2022-03-31,22533.82,4.54,False
456,Name_456,2022-04-01,15501.24,1.21,True
457,null,2022-04-02,18074.02,3.87,True
458,Name_458,2022-04-03,26459.72,null,True
459,null,null,46898.38,3.55,False
460,Name_460,2022-04-05,37022.78,3.65,True
461,Name_461,2022-04-06,29278.37,4.22,True
462,Name_462,2022-04-07,8977.71,2.58,False
463,Name_463,2022-04-08,8318.31,1.09,null
464,Name_464,2022-04-09,null,4.24,False
465,Name_465,2022-04-10,36706.73,2.78,null
466,Name_466,2022-04-11,37799.6,4.39,True
467,Name_467,2022-04-12,12069.8,4.1,True
468,Name_468,2022-04-13,5904.88,2.99,False
469,Name_469,2022-04-14,19838.59,5.0,null
470,Name_470,2022-04-15,45990.45,2.85,True
471,null,2022-04-16,27723.0,3.79,null
472,Name_472,2022-04-17,16684.89,3.68,False
473,null,2022-04-18,16858.25,3.07,null
474,Name_474,2022-04-19,null,3.34,null
475,Name_475,2022-04-20,24187.96,4.19,False
476,Name_476,2022-04-21,39776.77,3.29,True
477,null,2022-04-22,48459.38,2.8,True
478,Name_478,null,25578.15,3.65,null
479,Name_479,2022-04-24,9193.53,1.14,False
480,Name_480,2022-04-25,34464.57,1.44,False
481,Name_481,2022-04-26,38082.78,null,null
482,Name_482,2022-04-27,null,2.7,True
483,Name_483,2022-04-28,42656.82,4.49,True
484,Name_484,2022-04-29,41636.8,3.57,True
485,Name_485,null,24154.51,4.89,False
486,Name_486,2022-05-01,28460.7,1.16,True
487,null,null,35957.0,null,False
488,Name_488,2022-05-03,34160.66,2.26,True
489,Name_489,2022-05-04,1810.26,1.09,False
490,Name_490,2022-05-05,6999.33,null,True
491,Name_491,2022-05-06,8966.94,1.65,False
492,Name_492,null,null,1.86,True
493,Name_493,2022-05-08,null,2.36,True
494,Name_494,2022-05-09,27729.63,null,False
495,Name_495,2022-05-10,38861.68,3.5,True
496,Name_496,2022-05-11,17708.13,2.06,False
497,Name_497,2022-05-12,37695.62,1.67,True
498,null,2022-05-13,null,1.44,True
499,Name_499,2022-05-14,19481.83,1.6,False
500,Name_500,null,17318.83,4.47,False
501,Name_501,null,48282.3,4.69,False
502,Name_502,null,38826.7,4.87,False
503,Name_503,2022-05-18,null,4.34,False
504,Name_504,2022-05-19,47913.36,4.55,False
505,Name_505,2022-05-20,38996.54,4.26,True
506,Name_506,2022-05-21,8309.56,4.83,False
507,Name_507,2022-05-22,4740.57,4.38,True
508,Name_508,2022-05-23,16101.51,2.85,True
509,Name_509,2022-05-24,31584.89,2.29,null
510,Name_510,2022-05-25,31210.79,null,False
511,Name_511,2022-05-26,14516.66,3.43,True
512,Name_512,2022-05-27,22838.07,3.3,False
513,Name_513,2022-05-28,11382.62,3.83,False
514,Name_514,2022-05-29,3478.36,3.8,True
515,null,2022-05-30,26331.55,1.35,True
516,null,2022-05-31,18002.57,2.14,False
517,Name_517,2022-06-01,27601.24,4.56,True
518,Name_518,2022-06-02,47378.86,3.36,False
519,Name_519,2022-06-03,8025.15,2.31,True
520,Name_520,2022-06-04,1096.14,4.4,True
521,Name_521,2022-06-05,4767.03,2.0,False
522,Name_522,2022-06-06,23672.71,2.64,True
523,Name_523,2022-06-07,35639.67,2.11,False
524,Name_524,2022-06-08,29457.42,null,True
525,Name_525,2022-06-09,25249.84,3.91,True
526,Name_526,2022-06-10,18344.19,2.84,True
527,Name_527,2022-06-11,16188.73,4.73,False
528,Name_528,null,19438.02,4.71,True
529,null,2022-06-13,30970.11,3.85,True
530,Name_530,null,9219.94,4.57,True
531,Name_531,2022-06-15,38796.74,3.88,True
532,Name_532,2022-06-16,29187.41,3.51,True
533,Name_533,2022-06-17,14188.66,2.68,True
534,Name_534,null,25556.5,2.09,False
535,Name_535,2022-06-19,48176.16,1.24,False
536,Name_536,2022-06-20,2004.08,4.2,True
537,Name_537,2022-06-21,null,null,False
538,Name_538,null,22970.63,null,True
539,Name_539,2022-06-23,null,1.94,True
540,Name_540,2022-06-24,11399.19,2.82,False
541,Name_541,2022-06-25,46638.79,2.26,True
542,Name_542,2022-06-26,null,4.32,False
543,Name_543,2022-06-27,43994.17,4.91,True
544,Name_544,2022-06-28,null,4.77,False
545,Name_545,2022-06-29,41618.74,3.49,False
546,Name_546,2022-06-30,19532.74,null,True
547,Name_547,2022-07-01,13384.84,2.6,False
548,Name_548,2022-07-02,null,3.09,True
549,Name_549,2022-07-03,5518.71,2.03,True
550,Name_550,2022-07-04,47201.55,4.59,False
551,Name_551,2022-07-05,23467.25,1.72,True
552,Name_552,2022-07-06,49638.65,3.44,True
553,Name_553,2022-07-07,null,4.2,True
554,Name_554,2022-07-08,38116.92,3.38,True
555,Name_555,2022-07-09,1346.48,1.32,False
556,Name_556,2022-07-10,25336.67,3.45,True
557,Name_557,2022-07-11,37135.22,4.07,True
558,null,2022-07-12,39358.52,1.75,False
559,Name_559,2022-07-13,8744.38,3.95,False
560,Name_560,2022-07-14,21529.58,4.51,False
561,Name_561,2022-07-15,21534.53,4.95,False
562,Name_562,2022-07-16,null,2.64,True
563,Name_563,null,22709.23,1.1,True
564,null,2022-07-18,40547.55,2.68,True
565,Name_565,null,15708.86,3.64,null
566,Name_566,2022-07-20,22196.15,4.57,True
567,Name_567,2022-07-21,48086.98,4.75,False
568,Name_568,2022-07-22,2553.7,null,null
569,Name_569,2022-07-23,29984.57,3.63,True
570,Name_570,2022-07-24,37428.37,3.73,True
571,Name_571,2022-07-25,38283.24,null,False
572,Name_572,2022-07-26,36080.96,2.45,False
573,Name_573,2022-07-27,null,null,True
574,Name_574,2022-07-28,3891.62,3.76,True
575,Name_575,2022-07-29,27172.69,2.87,True
576,Name_576,2022-07-30,39365.48,null,True
577,Name_577,2022-07-31,5609.19,1.99,True
578,Name_578,2022-08-01,1590.45,3.22,False
579,Name_579,2022-08-02,40913.53,4.59,False
580,Name_580,2022-08-03,35902.42,1.38,False
581,Name_581,2022-08-04,21198.11,1.62,False
582,Name_582,2022-08-05,47079.43,3.62,null
583,Name_583,2022-08-06,38563.31,2.18,True
584,Name_584,2022-08-07,48425.19,1.68,False
585,Name_585,2022-08-08,46536.45,1.71,True
586,Name_586,2022-08-09,24583.39,null,False
587,null,null,37980.74,3.33,False
588,Name_588,2022-08-11,33790.38,4.62,null
589,Name_589,2022-08-12,40760.82,3.12,False
